Date,Source,Headline,Lead Paragraph,URL,Headline Sentiment,Headline Sadness,Headline Joy,Headline Fear,Headline Disgust,Headline Anger,Lead Paragraph Sentiment,Lead Paragraph Sadness,Lead Paragraph Joy,Lead Paragraph Fear,Lead Paragraph Disgust,Lead Paragraph Anger
2020-10-01,The New York Times,A YouTuber Hangs His Own Shingle With an Auction Website,"Making the most important pitch of his career, Doug DeMuro stood in cargo shorts in front of a camera, unwavering in his giddy demeanor. He was about to unveil his new car auction website to his 3.7 million YouTube subscribers. The site would feature cars “that I like most,” he said.",https://www.nytimes.com/2020/10/01/business/doug-demuro-youtube.html,0.0,0.161631,0.200308,0.085653,0.11419,0.209753,0.820305,0.083405,0.317345,0.119766,0.283416,0.165154
2020-10-01,The New York Times,Turkey admits not including asymptomatic people in its count.,"Turkey has acknowledged that it was not making all confirmed coronavirus cases public in its daily announced tally, but counting only those patients showing symptoms.",https://www.nytimes.com/2020/10/01/world/turkey-admits-not-including-asymptomatic-people-in-its-count.html,0.0,0.196175,0.278596,0.087294,0.333574,0.276915,-0.787304,0.375858,0.14869,0.111696,0.073641,0.050197
2020-10-01,The New York Times,When Your Job Is to Make Sure Nov. 3 Isn’t a Disaster,A flood of mail-in ballots that will need processing. Foreign disinformation campaigns. A shortage of poll workers. And voters afraid of catching a potentially fatal disease at the ballot box.,https://www.nytimes.com/2020/10/01/us/voting-election.html,-0.925006,0.086738,0.132759,0.137421,0.183448,0.140818,-0.915861,0.245763,0.012329,0.749708,0.05802,0.072968
2020-10-01,The New York Times,Corporate America’s Role in the Fight for Racial Justice,"Corporate leaders have been pledging support for civil rights initiatives and re-examining their records on racial inequality, but critics contend that well-intentioned promises have had little effect. On this DealBook Debrief call, Nikole Hannah-Jones, a Pulitzer Prize-winning reporter for The Times Magazine and creator of the 1619 Project, said that “corporate America has a much, much larger role to play.”",https://www.nytimes.com/2020/08/07/business/dealbook/corporate-america-racial-justice.html,0.0,0.371857,0.042404,0.054262,0.408218,0.164283,0.397156,0.058491,0.608814,0.048757,0.166355,0.146429
2020-10-01,The New York Times,Biden breaks the $365 million fund-raising record that he set in August.,Joseph R. Biden Jr. raised more money in August than any past presidential candidate had in a single month: $364.5 million. Now he has done it again.,https://www.nytimes.com/2020/10/01/us/elections/joe-biden-fundraising-record.html,0.0,0.157866,0.068632,0.132109,0.136826,0.203105,0.551431,0.112116,0.147495,0.148546,0.189625,0.009653
2020-10-01,The New York Times,These people’s job is making sure Nov. 3 isn’t a disaster.,A flood of mail-in ballots that will need processing. Foreign disinformation campaigns. A shortage of poll workers. And voters afraid of catching a potentially fatal disease at the ballot box.,https://www.nytimes.com/2020/10/01/us/elections/these-peoples-job-is-making-sure-nov-3-isnt-a-disaster.html,-0.919596,0.156935,0.102792,0.148682,0.34087,0.18401,-0.915861,0.245763,0.012329,0.749708,0.05802,0.072968
2020-10-01,The New York Times,Unemployment claims in the U.S. show little relief from pandemic layoffs.,"American employers continue to cut jobs at rates that dwarf the pace of layoffs in past decades, even as the economy crawls forward from the coronavirus-induced recession that began last spring.",https://www.nytimes.com/2020/10/01/world/unemployment-claims-in-the-us-show-little-relief-from-pandemic-layoffs.html,-0.882898,0.108847,0.154169,0.23222,0.036333,0.040974,-0.978988,0.712086,0.087038,0.2874,0.051366,0.041455
2020-10-01,The New York Times,Facebook will forbid ads that undermine the legitimacy of the coming election.,"Facebook on Wednesday said it would prohibit the purchase of ads that seek to delegitimize the outcome of the Nov. 3 election, as the social network prepares for a turbulent next few weeks.",https://www.nytimes.com/2020/09/30/us/elections/facebook-will-forbid-ads-that-undermine-the-legitimacy-of-the-coming-election.html,-0.91587,0.241476,0.048908,0.132298,0.128194,0.205768,-0.736613,0.34054,0.221369,0.216813,0.061294,0.097803
2020-10-01,The New York Times,Subsidized furlough programs keep a lid on eurozone unemployment.,"The unemployment rate in the eurozone edged up to 8.1 percent in August from 8 percent in July, the European Union said Thursday, as government support cushioned much of the economic impact of the pandemic.",https://www.nytimes.com/2020/10/01/business/subsidized-furlough-programs-keep-a-lid-on-eurozone-unemployment.html,0.0,0.237176,0.216644,0.108492,0.08561,0.098337,-0.796354,0.403325,0.179804,0.183763,0.027668,0.059144
2020-10-01,The New York Times,"Tokyo Stock Market Halts Trading for a Day, Citing Glitch",TOKYO — The Tokyo Stock Exchange shut down for the day on Thursday as its operator raced to solve a technical glitch that halted equities trading throughout the world’s third- largest economy.,https://www.nytimes.com/2020/09/30/business/tokyo-stock-market-glitch.html,0.0,0.384126,0.182328,0.103999,0.038487,0.143007,-0.311706,0.317557,0.501546,0.040543,0.01288,0.148711
2020-10-01,The New York Times,Fraud Schemes Exploit Weak Spots in Unemployment Claims System,"The for-sale ad appeared last week in an underground internet bazaar that specializes in selling stolen accounts and data. It was for access to a filched unemployment insurance claim in California that had been approved and offered benefits worth $17,550.",https://www.nytimes.com/2020/10/01/business/economy/unemployment-benefits-fraud.html,-0.893742,0.284092,0.028016,0.057273,0.307601,0.596091,0.279026,0.396199,0.089352,0.052752,0.055878,0.13789
2020-10-01,The New York Times,Russian Opposition Leader Navalny Says Putin Is Behind His Poisoning,"BERLIN — Aleksei A. Navalny, Russia’s most prominent opposition leader, who was poisoned in August in Siberia, says he has no doubt that President Vladimir V. Putin was behind the attack.",https://www.nytimes.com/2020/10/01/world/europe/navalny-poisoning-putin.html,0.0,0.119903,0.076513,0.593238,0.359324,0.143724,0.0,0.120324,0.014507,0.556389,0.406208,0.253951
2020-10-01,The New York Times,"In U.S.-China Tech Feud, Taiwan Feels Heat From Both Sides","TAINAN, Taiwan — The United States and China are wrestling to lead the world in artificial intelligence, 5G wireless and other cutting-edge technologies. But the real wizardry that makes those advancements possible is being performed on a yam-shaped island that sits between them, geographically and politically.",https://www.nytimes.com/2020/10/01/technology/taiwan-china-tsmc-huawei.html,0.0,0.29701,0.237779,0.06246,0.171971,0.15304,0.787128,0.160788,0.42741,0.2524,0.055765,0.138778
2020-10-01,The New York Times,"For undecided voters, one thing is clear: The debate didn’t help.",“Useless.” “Ridiculous.” “Horrible.”,https://www.nytimes.com/2020/10/01/us/elections/for-undecided-voters-one-thing-is-clear-the-debate-didnt-help.html,-0.91777,0.073477,0.448941,0.080671,0.16857,0.214271,-0.999962,0.231354,0.004652,0.074582,0.195161,0.802185
2020-10-01,The New York Times,Inside the New Tech Cold War,"Tensions between China and the U.S. have climbed ever higher in recent months, with clashes over Chinese tech companies becoming a huge flash point. David Sanger, The Times’s national security correspondent, joined us for a DealBook Debrief call with readers to discuss the battle between Washington and Beijing over tech companies like Huawei and TikTok.",https://www.nytimes.com/2020/10/01/business/dealbook/tech-cold-war-us-china.html,0.0,0.322692,0.141675,0.09952,0.049369,0.180245,0.481923,0.365156,0.41873,0.097062,0.050016,0.1807
2020-10-01,The New York Times,"Pence heads to Iowa, as Biden and Trump catch their breath and host fund-raisers.","Here are the daily schedules of the presidential and vice-presidential candidates for Thursday, Oct. 1. All times are Eastern time.",https://www.nytimes.com/2020/10/01/us/elections/pence-heads-to-iowa-as-biden-and-trump-catch-their-breath-and-host-fund-raisers.html,0.0,0.075604,0.270109,0.070121,0.461223,0.166442,0.0,0.097941,0.336384,0.139136,0.182728,0.041097
2020-10-01,The New York Times,A far-right group that trades in political violence has gotten a boost from Trump.,"When hundreds of supporters of President Trump gathered for a Labor Day rally in Oregon, a man in the signature black-and-gold shirt of the Proud Boys approached the crowd with a welcoming smile.",https://www.nytimes.com/2020/10/01/us/elections/a-far-right-group-that-trades-in-political-violence-has-gotten-a-boost-from-trump.html,0.503667,0.252092,0.429056,0.021285,0.17673,0.275329,0.949562,0.033463,0.891855,0.007155,0.063441,0.014615
2020-10-01,The New York Times,Facebook bans ads that aim to undermine the election.,"Facebook on Wednesday said it would prohibit the purchase of ads that seek to delegitimize the outcome of the election, as the social network prepares for a turbulent next few weeks.",https://www.nytimes.com/2020/10/01/us/elections/facebook-bans-ads-that-aim-to-undermine-the-election.html,0.0,0.215017,0.011694,0.097894,0.377792,0.369316,-0.759061,0.356571,0.208133,0.231401,0.060215,0.094141
2020-10-01,The New York Times,Help for the jobless has also been a bonanza for criminals.,The unemployment insurance system — the main artery for delivering financial assistance to laid-off workers — has been besieged during the coronavirus crisis by fraud schemes aimed at bilking the government out of hundreds of millions of dollars.,https://www.nytimes.com/2020/10/01/business/help-for-the-jobless-has-also-been-a-bonanza-for-criminals.html,-0.920069,0.337493,0.084198,0.063268,0.220177,0.044465,-0.905145,0.508311,0.022968,0.169052,0.144918,0.089455
2020-10-01,The New York Times,The Trump campaign relocates one of Saturday’s Wisconsin rallies after criticism over a spike in coronavirus cases.,"President Trump abandoned plans to hold a rally Saturday night in La Crosse, Wis., and will move the event to another part of the state after the mayor pleaded for the event to be canceled because the area is experiencing a spike in coronavirus cases.",https://www.nytimes.com/2020/10/01/us/elections/trump-wisconsin-rally.html,0.0,0.160709,0.264372,0.133797,0.333448,0.057434,-0.788187,0.589871,0.055889,0.202133,0.131528,0.145973
2020-10-01,The New York Times,"Turkey Jumps Into Another Foreign Conflict, This Time in the Caucasus","ANKARA — When a long-simmering conflict in the south Caucasus burst into open warfare this week, Turkey’s President Recep Tayyip Erdogan was the first world leader to jump into the fray.",https://www.nytimes.com/2020/10/01/world/middleeast/turkey-azerbaijan-armenia-war.html,0.0,0.410915,0.133905,0.199749,0.149886,0.271059,-0.573131,0.269761,0.472057,0.027603,0.160074,0.126721
2020-10-01,The New York Times,"Amid a surge in cases, India plans to reopen cinemas, entertainment parks and some schools.","Despite a fast-growing number of coronavirus cases, India will allow cinemas and entertainment parks to open with limited capacity beginning Oct. 15, in an effort to revive an economy that has been battered by the pandemic. Swimming pools will be open for athletes in training, and states could be allowed to open schools.",https://www.nytimes.com/2020/10/01/world/amid-a-surge-in-cases-india-plans-to-reopen-cinemas-entertainment-parks-and-some-schools.html,0.0,0.111553,0.360687,0.090193,0.104567,0.107662,-0.305101,0.18296,0.581775,0.078117,0.050814,0.110558
2020-10-01,The New York Times,Will Trump participate in the next two debates? The White House won’t commit.,"There are two more presidential debates left before Election Day, but now, after the debacle of the first debate — 90 minutes dominated by insults, attacks and interruptions by President Trump — everything seems up in the air.",https://www.nytimes.com/2020/10/01/us/elections/will-trump-participate-in-the-next-two-debates-the-white-house-wont-commit.html,-0.896583,0.151265,0.228621,0.309197,0.319321,0.220329,-0.9672,0.250106,0.015359,0.280668,0.400511,0.462357
2020-10-01,The New York Times,"Jacinda Ardern Admits Past Cannabis Use. New Zealanders Shrug: ‘Us, Too.’","SYDNEY, Australia — The question from the debate moderator in New Zealand was simple and to the point: “Jacinda Ardern, have you ever used cannabis?”",https://www.nytimes.com/2020/10/01/world/asia/jacinda-ardern-cannabis-new-zealand.html,-0.542012,0.410243,0.249402,0.240955,0.147924,0.055672,0.471116,0.297772,0.416502,0.068945,0.062164,0.224314
2020-10-01,The New York Times,"‘I feel like crying’: In Rio, the pandemic has stopped an unstoppable parade.","Wars, disease and political turmoil have never prevented Rio de Janeiro from putting on its famous carnival. Now, the pandemic has forced a suspension of the annual parade for the first time since 1932. ",https://www.nytimes.com/2020/10/01/world/i-feel-like-crying-in-rio-the-pandemic-has-stopped-an-unstoppable-parade.html,-0.970639,0.902404,0.024207,0.111674,0.046153,0.04471,-0.515545,0.627302,0.082214,0.132993,0.110132,0.260731
2020-10-01,The New York Times,New Layoffs Add to Worries Over U.S. Economic Slowdown,"The American economy is being buffeted by a fresh round of corporate layoffs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief.",https://www.nytimes.com/2020/10/01/business/economy/layoffs-unemployment-claims.html,-0.913359,0.021579,0.224277,0.690109,0.01147,0.020888,-0.953333,0.073932,0.526757,0.450151,0.003829,0.011304
2020-10-01,The New York Times,Fauci pushes back against Trump for misrepresenting his stance on masks.,"Dr. Anthony S. Fauci, the leading U.S. official on infectious diseases, hit back at President Trump on Wednesday for what he called the misrepresentation of his stance on using masks to curb the coronavirus.",https://www.nytimes.com/2020/10/01/world/fauci-pushes-back-against-trump-for-misrepresenting-his-stance-on-masks.html,0.0,0.498005,0.137503,0.070651,0.109272,0.206671,-0.760319,0.423307,0.18475,0.206953,0.051849,0.228378
2020-10-01,The New York Times,"On China’s National Day, Hong Kong Police Quash Protests","HONG KONG — One year ago, China’s National Day on Oct. 1 was a day of protest and turmoil in Hong Kong. Demonstrators set fires and blockaded streets. The police responded with tear gas and pepper spray. One officer shot a young demonstrator with a live bullet.",https://www.nytimes.com/2020/10/01/world/asia/hong-kong-protests-china.html,0.0,0.216426,0.070326,0.152874,0.518149,0.355361,-0.659829,0.295427,0.053501,0.132457,0.24184,0.559291
2020-10-01,The New York Times,H&M will close stores and ramp up digital efforts as online sales rise.,Shares in the Swedish retailer H&M rose more than 7 percent after the company said online sales were growing strongly and the company had already returned to profit in the third quarter.,https://www.nytimes.com/2020/10/01/business/hm-will-close-stores-and-ramp-up-digital-efforts-as-online-sales-rise.html,0.0,0.297179,0.147318,0.157725,0.027576,0.152437,0.833367,0.390913,0.34192,0.151174,0.022826,0.144445
2020-10-01,The New York Times,Trump renews fears of voter intimidation as G.O.P. poll watchers mobilize.,The group of Trump campaign officials came carrying cellphone cameras and a determination to help the president’s re-election efforts in Philadelphia. But they were asked to leave the city’s newly opened satellite election offices on Tuesday after being told local election laws did not permit them to monitor voters coming to request and complete absentee ballots.,https://www.nytimes.com/2020/10/01/us/elections/trump-renews-fears-of-voter-intimidation-as-gop-poll-watchers-mobilize.html,0.0,0.034454,0.024091,0.876938,0.118407,0.013773,0.766829,0.314411,0.119178,0.174867,0.146026,0.30182
2020-10-01,The New York Times,Google commits $1 billion to license content from news publishers.,"Google said on Thursday that it would spend more than $1 billion to license content from international news organizations, after years of criticism that it was not providing fair compensation for articles and other content linked to by its internet search products.",https://www.nytimes.com/2020/10/01/business/google-commits-1-billion-to-license-content-from-news-publishers.html,0.0,0.728643,0.063386,0.176457,0.035879,0.050038,-0.725723,0.807973,0.071315,0.053854,0.007398,0.154562
2020-10-01,The New York Times,Layoffs grow as companies gauge the course of the pandemic — and prospects for federal aid.,"American employers continue to cut jobs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief.",https://www.nytimes.com/2020/10/01/world/layoffs-grow-as-companies-gauge-the-course-of-the-pandemic-and-prospects-for-federal-aid.html,-0.8961,0.158542,0.411412,0.085742,0.071641,0.054745,-0.809459,0.300107,0.198346,0.53161,0.025032,0.043348
2020-10-01,The New York Times,"Her hours cut to almost nothing, she spent the time trying to launch a new career.","Joann Taylor, a catering coordinator at a McAlister’s Deli franchise in Houston, used to work about 30 hours per week. But when the pandemic hit, her boss put her in an on-call position for deliveries only.",https://www.nytimes.com/2020/10/01/business/her-hours-cut-to-almost-nothing-she-spent-the-time-trying-to-launch-a-new-career.html,-0.641057,0.357328,0.533996,0.062191,0.058946,0.042769,-0.641164,0.137492,0.110494,0.101505,0.146709,0.419481
2020-10-01,The New York Times,"Breaking Impasse, E.U. Imposes Sanctions on Belarus",BRUSSELS — European Union leaders early Friday finally broke a longstanding impasse to impose sanctions against Belarus as they tackled a raft of interconnected issues — from Turkey to the coronavirus recovery fund to the rule of law — that would have been complicated even if taken one by one.,https://www.nytimes.com/2020/10/01/world/europe/eu-belarus-turkey-poland-hungary.html,0.0,0.533404,0.050921,0.232528,0.097885,0.219055,-0.937594,0.377475,0.200098,0.081715,0.170996,0.354296
2020-10-01,The New York Times,Where Does America Sit in a Pandemic World?,"The pandemic has disrupted life as we knew it, and the Trump administration has upended American policies along with it. The Times foreign affairs columnist Tom Friedman joined us for a DealBook Debrief call to make sense of it all.",https://www.nytimes.com/2020/10/01/business/dealbook/america-pandemic-covid.html,0.0,0.467269,0.123099,0.138405,0.375605,0.093217,-0.736042,0.1353,0.372959,0.09994,0.243899,0.203317
2020-10-01,The New York Times,House Democrats pushed through an aid package with little chance of becoming law.,"House Democrats on Thursday pushed through a $2.2 trillion stimulus plan that would provide aid to families, schools, restaurants, businesses and airline workers, advancing a wish list with little chance of becoming law. ",https://www.nytimes.com/2020/10/01/business/house-democrats-pushed-through-an-aid-package-with-little-chance-of-becoming-law.html,-0.661628,0.618509,0.025275,0.185634,0.205863,0.232767,-0.321699,0.542668,0.072612,0.230949,0.092939,0.11908
2020-10-01,The New York Times,"For Voters Still Mulling, One Thing Is Clear: That Debate Didn’t Help",[Watch live VP debate and analysis.],https://www.nytimes.com/2020/10/01/us/politics/trump-biden-undecided-voters.html,-0.895817,0.170602,0.291712,0.07187,0.360614,0.235271,0.0,0.096956,0.067528,0.145983,0.409324,0.065023
2020-10-01,The New York Times,"Plenty of work for homebuilders, but few commercial construction jobs.","Home construction workers, whose livelihoods were on the line as the economy collapsed in the spring, are benefiting from a newly resurgent housing market, while builders of commercial and retail properties struggle.",https://www.nytimes.com/2020/10/01/business/plenty-of-work-for-homebuilders-but-few-commercial-construction-jobs.html,0.606118,0.164584,0.267007,0.10295,0.142889,0.136398,-0.926101,0.602598,0.106795,0.220183,0.107735,0.174624
2020-10-01,The New York Times,"After a layoff, a couple struggles to get by on one salary and jobless benefits.","Until June, MacKenzie Nicholson worked for the American Cancer Society, lobbying state and federal legislators to increase funding for cancer research. She lost her job after the pandemic forced the organization to cancel events across the country, eroding its revenue.",https://www.nytimes.com/2020/10/01/business/after-a-layoff-a-couple-struggles-to-get-by-on-one-salary-and-jobless-benefits.html,-0.923805,0.523484,0.104204,0.214721,0.122094,0.054556,-0.813426,0.748636,0.007365,0.261058,0.194303,0.061452
2020-10-01,The New York Times,"Fans celebrate the Stanley Cup champions, well outside the N.H.L.’s pandemic bubble.","The Tampa Bay Lightning won the National Hockey League’s top trophy on Monday from within the confines of a 24/7 pandemic bubble in western Canada, and without any fans in the arena to watch.",https://www.nytimes.com/2020/10/01/world/fans-celebrate-the-stanley-cup-champions-well-outside-the-nhls-pandemic-bubble.html,0.873454,0.054927,0.768519,0.027742,0.155163,0.01507,0.591173,0.235366,0.612632,0.14159,0.028408,0.018458
2020-10-01,The New York Times,Companies ditch plans for rapid spit tests at home.,The technology for rapid saliva-based coronavirus tests that could be used at home is not panning out the way some have hoped.,https://www.nytimes.com/2020/10/01/world/companies-ditch-plans-for-rapid-spit-tests-at-home.html,0.0,0.155618,0.050898,0.221414,0.43786,0.275427,-0.720385,0.175716,0.313544,0.180398,0.02599,0.023218
2020-10-01,The New York Times,Is It Time to Rethink Milton Friedman?,"To commemorate the 50th anniversary of Milton Friedman’s influential essay, “The Social Responsibility of Business Is to Increase Its Profits,” DealBook teamed up with The New York Times Magazine to collect thoughts from executives, political leaders and Nobel Prize winners on its legacy.",https://www.nytimes.com/2020/09/11/business/dealbook/milton-friedman-essay-strine.html,0.0,0.180314,0.194338,0.081804,0.087478,0.145557,0.837442,0.039337,0.733758,0.012985,0.147735,0.085646
2020-10-01,The New York Times,New York and New Jersey join a growing list of states with contact-tracing apps residents can use.,Residents of New York and some surrounding states can now use their smartphones to track whether they have come close to someone with the coronavirus.,https://www.nytimes.com/2020/10/01/world/new-york-and-new-jersey-join-a-growing-list-of-states-with-contact-tracing-apps-residents-can-use.html,0.0,0.15557,0.398862,0.055097,0.161357,0.052249,0.0,0.089913,0.457369,0.217641,0.149665,0.12844
2020-10-01,The New York Times,"As Trump Sows Doubts on Mail, Some Democrats Push In-Person Voting",[Watch live VP debate and analysis.],https://www.nytimes.com/2020/10/01/us/politics/democrats-in-person-voting.html,-0.641602,0.334712,0.023764,0.014284,0.590348,0.317547,0.0,0.096956,0.067528,0.145983,0.409324,0.065023
2020-10-01,The New York Times,Amy Coney Barrett signed an ad in 2006 urging overturning the ‘barbaric legacy’ of Roe v. Wade.,"Judge Amy Coney Barrett, President Trump’s nominee to Justice Ruth Bader Ginsburg’s seat on the Supreme Court, signed a newspaper ad in 2006 that supported overturning Roe v. Wade, the landmark decision establishing the right to abortion.",https://www.nytimes.com/2020/10/01/us/elections/amy-coney-barrett-roe-v-wade.html,0.0,0.127336,0.154866,0.06807,0.448907,0.098174,0.0,0.133826,0.129634,0.020396,0.480949,0.26198
2020-10-01,The New York Times,The Calculus Behind Trump’s Covid Response,"Maggie Haberman, White House correspondent for The Times, joined us for a DealBook Debrief call to assess how the Trump administration was managing its pandemic response, re-election campaign and more.",https://www.nytimes.com/2020/07/17/business/dealbook/trump-covid-response.html,0.0,0.174749,0.12011,0.062409,0.419181,0.296184,-0.410075,0.219502,0.365802,0.234526,0.147326,0.097899
2020-10-01,The New York Times,Three charts about the markets in the third quarter.,"It’s a new month, and a new quarter. Today’s DealBook newsletter ran the numbers …  ",https://www.nytimes.com/2020/10/01/business/three-charts-about-the-markets-in-the-third-quarter.html,0.0,0.268483,0.122246,0.106843,0.05119,0.307347,0.570421,0.181553,0.612189,0.084446,0.024905,0.048223
